Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,Hyundai,Nexo,"Wheelbase 2,790 mm (109.8 in)",Electric motor Fuel cell hydrogen-powered,,,"The lane follow assist, as the name suggests, helps the car maintain its lane autonomously by detecting lane markings or road edges and automatically giving mild steering inputs to be in the center of the lane.",,,,,,,,,Predecessor Hyundai ix35 FCEV,Air purification Powertrain The Nexo is fitted with an advanced air purif,"Air purification Powertrain The Nexo is fitted with an advanced air purification system that removes 100% of the damaging PM2.5 fine particulate matter from polluted air using a three-step filtration process. Hyundai's marketing of this feature was deemed to be misleading by the British Advertising Standards Authority, as the car releases harmful pollutants through tyre and brake wear, with the advertising in question cited as an example of greenwashing by critics. Fuel Th",,
,,,"Hyundai Nexo, base trim (LHD) (2025)",Power output 113–120 kW (154–163 PS),,,"The highway assistant monitors the driving environment using sensors and can automatically adjust the speed of the vehicle to maintain a safe drive. Hyundai has also incorporated a remote parking assistant in the Nexo, which can autonomously park and retrieve the vehicle.",,,,,,,,,Electric motor Fuel cell hydrogen-powered,"On 3 April 2025, the production version was revealed, being quite similar to the","On 3 April 2025, the production version was revealed, being quite similar to the Initium concept. The front DRL and rear combination lamp feature the HTWO lamp, which is a symbol symbolizing the molecular formula for hydrogen and Hyundai Motor Group's hydrogen business brand HTWO.",,
,,,,Battery 2.64 kWh,,,,,,,,,,,,,See what each 2022 Hyundai NEXO trim includes.,See what each 2022 Hyundai NEXO trim includes.,,
,,,,x 54.2 L (11.9 imp gal; 14.3 US gal) hydrogen tank 190 kW (258 PS; 255 hp) 7.8 s 179 km/h (111 mph),,,,,,,,,,,,,"Compare infotainment, safety, comfort features, MPG, and optional upgrades acros","Compare infotainment, safety, comfort features, MPG, and optional upgrades across the full model lineup.",,
,,,,,,,,,,,,,,,,,"2022 Hyundai NEXO Specs, Features & Options Here's everything you need to know a","2022 Hyundai NEXO Specs, Features & Options Here's everything you need to know about each trim in the 2022 Hyundai NEXO lineup.",,
,,,,,,,,,,,,,,,,,The 2022 Hyundai NEXO Blue 4dr SUV includes a 12.3 in.,The 2022 Hyundai NEXO Blue 4dr SUV includes a 12.3 in.,,
,,,,,,,,,,,,,,,,,touchscreen running the Blue Link infotainment system as standard equipment.,touchscreen running the Blue Link infotainment system as standard equipment.,,
,,,,,,,,,,,,,,,,,"Hyundai includes Android Auto, Apple CarPlay smartphone integration, so you can","Hyundai includes Android Auto, Apple CarPlay smartphone integration, so you can connect your phone and access apps, navigation, and music easily.",,
,,,,,,,,,,,,,,,,,A factory options lookup by VIN is a tool that retrieves the original options an,A factory options lookup by VIN is a tool that retrieves the original options and equipment installed on a vehicle using its 17-digit VIN.,,
,,,,,,,,,,,,,,,,,"Every VIN is linked to factory build data, which includes information about trim","Every VIN is linked to factory build data, which includes information about trim level, packages, and optional features assembled during production.",,
,,,,,,,,,,,,,,,,,Running a vehicle options lookup by VIN helps buyers and owners verify the vehic,Running a vehicle options lookup by VIN helps buyers and owners verify the vehicle's original ...,,
