Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2021,Chrysler,Pacifica,[Brochure Summary],,,,,,,,,,,,,,,,12-inch touchscreen | Alpine; Harman Kardon audio,[Brochure] 12-inch touchscreen | Alpine; Harman Kardon audio
