Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2019,Jeep,Cherokee,FWD,3.2L V6,3.2L V6,,Automatic 9-spd,Front-Wheel Drive,Regular Gasoline,Small Sport Utility Vehicle 2WD,6,3.2,20,29,23,,,,,
2019,Jeep,Cherokee,4WD,3.2L V6,3.2L V6,,Automatic 9-spd,All-Wheel Drive,Regular Gasoline,Small Sport Utility Vehicle 4WD,6,3.2,19,27,22,,,,,
2019,Jeep,Cherokee,4WD Active Drive II,3.2L V6,3.2L V6,,Automatic 9-spd,Four-Wheel Drive,Regular Gasoline,Small Sport Utility Vehicle 4WD,6,3.2,18,26,21,,,,,
2019,Jeep,Cherokee,Trailhawk 4WD,3.2L V6,3.2L V6,,Automatic 9-spd,Four-Wheel Drive,Regular Gasoline,Small Sport Utility Vehicle 4WD,6,3.2,18,24,21,,,,,
2019,Jeep,Cherokee,FWD,2.0L I4 (SIDI),2.0L I4 Turbo,Turbocharged,Automatic 9-spd,Front-Wheel Drive,Regular Gasoline,Small Sport Utility Vehicle 2WD,4,2.0,23,31,26,,,,,
2019,Jeep,Cherokee,FWD,2.4L I4,2.4L I4,,Automatic 9-spd,Front-Wheel Drive,Regular Gasoline,Small Sport Utility Vehicle 2WD,4,2.4,22,31,25,,,,,
2019,Jeep,Cherokee,4WD,2.0L I4 (SIDI),2.0L I4 Turbo,Turbocharged,Automatic 9-spd,All-Wheel Drive,Regular Gasoline,Small Sport Utility Vehicle 4WD,4,2.0,21,29,24,,,,,
2019,Jeep,Cherokee,4WD,2.4L I4,2.4L I4,,Automatic 9-spd,All-Wheel Drive,Regular Gasoline,Small Sport Utility Vehicle 4WD,4,2.4,21,29,24,,,,,
2019,Jeep,Cherokee,Trailhawk 4WD,2.0L I4 (SIDI),2.0L I4 Turbo,Turbocharged,Automatic 9-spd,Four-Wheel Drive,Regular Gasoline,Small Sport Utility Vehicle 4WD,4,2.0,20,26,22,,,,,
2019,Jeep,Cherokee,4WD Active Drive II,2.0L I4 (SIDI),2.0L I4 Turbo,Turbocharged,Automatic 9-spd,Four-Wheel Drive,Regular Gasoline,Small Sport Utility Vehicle 4WD,4,2.0,20,27,23,,,,,
