Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,Mercedes,GLB-Class,"Wheelbase 2,829 mm (111.4 in)","Front-engine, front-wheel-drive",,,Transmission,Hybrid drivetrain Mild Hybrid (EQ Boost),,,,,,,,Predecessor Mercedes-Benz EQB (GLB with EQ Technology),Mercedes-Benz GLB Mercedes-Benz GLB 200 Overview Manufacturer Daimler AG (201,Mercedes-Benz GLB Mercedes-Benz GLB 200 Overview Manufacturer Daimler AG (2019–2022) Mercedes-Benz Group (2022–present) Production 2019–present Model years 2020–present Body and chassis Class Compact luxury crossover SUV (C) Body style 5-door SUV The Mercedes-Benz GLB is a three-row compact D-segment luxury crossover SUV produced by Mercedes-Benz.,,
,,,Roadsters/sports cars,Electric motor 2x asynchronous electric motors,,,GLB 250 4MATIC 2019– 8-speed automatic 8G-DCT,,,,,,,,,,"""2020 Mercedes-Benz GLB SUV Packs in Tech and Optional Third Seat"".","""2020 Mercedes-Benz GLB SUV Packs in Tech and Optional Third Seat"".",,
,,,,Hybrid drivetrain Mild Hybrid (EQ Boost),,,AMG GLB 35 4MATIC 2020– 8-speed automatic AMG SPEEDSHIFT DCT 8G,,,,,,,,,,"""2024 Mercedes-Benz GLB Gets Subtly Restyled and Adds Electrified Engines"".","""2024 Mercedes-Benz GLB Gets Subtly Restyled and Adds Electrified Engines"".",,
,,,,Engines,,,GLB 200 d 2019– 8-speed automatic 8G-DCT,,,,,,,,,,,,,
,,,,"Diesel engines and the smaller petrol engine were eschewed for the US market, leaving only the 2.0-litre 4-cylinder turbo of the GLB 250 for the debut.",,,GLB 200 d 4MATIC 2019– 8-speed automatic 8G-DCT,,,,,,,,,,,,,
,,,,Petrol Engines,,,GLB 220 d 2021– 8-speed automatic 8G-DCT,,,,,,,,,,,,,
,,,,"GLB 180 2019– Inline 4 turbo (M282 DE14 LA) 1,332 cc (81.3 cu in) 100 kW (136 PS; 134 bhp) at 5,500 rpm 200 N⋅m (148 lbf⋅ft) at 1,620-4,000 rpm 9.4 seconds 200 km/h (124 mph) 5.0 L/100 km (47 mpg‑US)",,,GLB 220 d 4MATIC 2019– 8-speed automatic 8G-DCT,,,,,,,,,,,,,
,,,,"GLB 200 2019– Inline 4 turbo (M282 DE14 LA) 1,332 cc (81.3 cu in) 120 kW (163 PS; 161 bhp) at 5,500 rpm 250 N⋅m (184 lbf⋅ft) at 1,620-4,000 rpm 9.1 seconds 207 km/h (129 mph) 6.0–6.2 L/100 km (39–38 mpg‑US)",,,speed dual-clutch (hybrid),,,,,,,,,,,,,
