Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2023,Mercedes,EQB-Class,"Wheelbase 2,829 mm (111 in)",Electric motor asynchronous motor (front) permanent magnet motor (rear),,,Model Years Power Torque 0–100 km/h (0–62 mph) Top speed Range (WLTP),"Front-motor, front-wheel drive",,,,,,,,,group-media.mercedes-benz.com.,group-media.mercedes-benz.com.,,
,,,,kW (225 hp) (Dual),,,,The EQB is part of the EQ family and is based on the Mercedes-Benz GLB. The EQB is available in both front-wheel drive and 4MATIC branded dual motor all wheel drive configurations. The Mercedes EQB is available in five and seven seat layouts.,,,,,,,,,"On this page, we will answer a common question: ""What are the options for the ne","On this page, we will answer a common question: ""What are the options for the new EQB in 2023?"" Explore all the Mercedes EQB configurations below.",,
,,,,kW (288 hp) (Dual),,,,,,,,,,,,,"The 2023 Mercedes-Benz EQB-Class, rivaling Tesla models, features options for bo","The 2023 Mercedes-Benz EQB-Class, rivaling Tesla models, features options for both single and dual electric motor trim levels.",,
,,,,Battery 66.5 kWh,,,,,,,,,,,,,2023 Mercedes-Benz EQB Configurations Select up to 3 trims below to compare some,2023 Mercedes-Benz EQB Configurations Select up to 3 trims below to compare some key specs and options for the 2023 Mercedes-Benz EQB.,,
,,,,Electric range 256 mi (412 km),,,,,,,,,,,,,"Mercedes-Benz India reserves the right to make changes without prior notice, in","Mercedes-Benz India reserves the right to make changes without prior notice, in design, colours, materials, components, equipment, specifications, features, functions, make and models etc.",,
,,,,The Mercedes-Benz EQB (X243) is a seven-seat battery electric mid-size D-segment crossover SUV produced by the German automobile manufacturer Mercedes-Benz from 2021.,,,,,,,,,,,,,,,,
,,,,EQB 250 2021–2026 140 kW,,,,,,,,,,,,,,,,
,,,,EQB 300 4MATIC 2021–2026 168 kW,,,,,,,,,,,,,,,,
,,,,EQB 350 4MATIC 2021–2026 215 kW,,,,,,,,,,,,,,,,
,,,,GLC with EQ technology Electric Crossover X540,,,,,,,,,,,,,,,,
,,,,EQA Electric Crossover H243,,,,,,,,,,,,,,,,
,,,,EQB Electric Crossover X243,,,,,,,,,,,,,,,,
