Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,Genesis,GV70,Genesis GV70 Sport,"Front-engine, rear-wheel-drive",Transmission 8-speed automatic,kWh 2022–2024 AWD 320 kW (435 PS; 429 hp)[15] 700 N⋅m (71.4 kg⋅m; 516 lb⋅ft) 4.2 s 235 km/h (146 mph) 373–400 km (232–249 mi) (South Korea),speed reduction gear (Electrified GV70),The refreshed model includes the changes brought by the refreshed petrol variant,The refreshed model includes the changes brought by the refreshed petrol variant plus increasing the battery size from 77.4 kWh to 84 kWh and changing the charge port from CCS to NACS.,"Every GV70 is well-equipped with standard safety tech features, but it has a few options t","Every GV70 is well-equipped with standard safety tech features, but it has a few options that make it safer like the Remote Parking Assist, a head-up display, and the Highway Driving Assist 2 semi-autonomous driving system."
,,,"Wheelbase 2,875 mm (113.2 in)","Front-engine, four-wheel-drive",speed reduction gear (Electrified GV70),,"The Genesis GV70 (Korean: 제네시스 GV70) is a compact luxury D-segment crossover SUV manufactured by Korean luxury automaker Genesis, a luxury vehicle division of Hyundai.[2][3] Internally codenamed JK1,[4] it is the second SUV model from the brand after the mid-size GV80.[5]",news.hyundaimotorgroup.com (in Korean).,news.hyundaimotorgroup.com (in Korean).,,
,,,Genesis GV70 Sport Rear View,Engine,Model Transmission Power Torque Acceleration,,,Official website (Global) Official website (Electrified GV70) show vte Genesis,"Official website (Global) Official website (Electrified GV70) show vte Genesis show vte Genesis, a division of Hyundai Motor Group, automobile timeline, 2000s–present",,
,,,,L Smartstream G3.5 T-GDi V6,(official) Top Speed,,,model with optional features shown Non-U.S.,model with optional features shown Non-U.S.,,
,,,,Diesel:,"Smartstream G2.5 T-GDi 8-speed automatic 304 PS (224 kW; 300 hp) @ 5,800 rpm 43 kg⋅m (422 N⋅m; 311 lbf⋅ft) @ 1,650–4,000 rpm 6.1s 240 km/h (149 mph)",,,model with optional features shown Which 2022 Genesis GV70 trim level offers the,model with optional features shown Which 2022 Genesis GV70 trim level offers the most safety?,,
,,,,Electric motor 2x Permanent Magnet Synchronous Motors (Electrified GV70),"Smartstream D2.2 CRDi 8-speed automatic 210 PS (154 kW; 207 hp) @ 3,800 rpm 45 kg⋅m (441 N⋅m; 325 lbf⋅ft) @ 1,750–2,750 rpm 7.9s 215 km/h (134 mph)",,,"Every GV70 is well-equipped with standard safety tech features, but it has a few","Every GV70 is well-equipped with standard safety tech features, but it has a few options that make it safer like the Remote Parking Assist, a head-up display, and the Highway Driving Assist 2 semi-autonomous driving system.",,
,,,,PS (224 kW; 300 hp) (2.5T),(official) Top Speed Range,,,"2022 Genesis GV70 Specs, Features & Options Here's everything you need to know a","2022 Genesis GV70 Specs, Features & Options Here's everything you need to know about each trim in the 2022 Genesis GV70 lineup.",,
,,,,PS (279 kW; 375 hp) (3.5T),,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,PS (154 kW; 207 hp) (2.2D),,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,PS (320 kW; 429 hp) (EV),,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,Battery 77.4 or 84 kWh Lithium-ion battery (Electrified GV70),,,,2022 Genesis GV70 Configurations Select up to 3 trims below to compare some key,2022 Genesis GV70 Configurations Select up to 3 trims below to compare some key specs and options for the 2022 Genesis GV70.,,
,,,,Plug-in charging 350 kW 800 V DC (Electrified GV70),,,,If you're looking for an SUV that handles both city roads and long drives with e,"If you're looking for an SUV that handles both city roads and long drives with ease, the GV70's engine options cater to various driving needs.",,
,,,,kW AC (Electrified GV70),,,,,,,
,,,,V2L: 3.6 kW (Electrified GV70),,,,,,,
,,,,"Smartstream G2.5 T-GDi 8-speed automatic 304 PS (224 kW; 300 hp) @ 5,800 rpm 43 kg⋅m (422 N⋅m; 311 lbf⋅ft) @ 1,650–4,000 rpm 6.1s 240 km/h (149 mph)",,,,,,,
