Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2020,Infiniti,QX60,"Wheelbase 114.2 in (2,901 mm)","Layout Front-engine, front-wheel-drive",Transmission CVT,Hybrid drivetrain Parallel hybrid,Predecessor Infiniti QX4,The hybrid is powered by a supercharged 2.5-liter twin-cam 16-valve four cylinde,"The hybrid is powered by a supercharged 2.5-liter twin-cam 16-valve four cylinder engine with an electric motor and a compact 0.6 kWh lithium-ion battery pack located under the 3rd row seat.[6] The new supercharged inline-four (QR25DER) is rated at 230 hp (170 kW) and 243 lb⋅ft (329 N⋅m), while the electric motor adds 15 kW (20 hp) and 29 lb⋅ft (39 N⋅m).",The 2020 Infiniti QX60 is available in two trims and with front- or all-wheel drive.,The 2020 Infiniti QX60 is available in two trims and with front- or all-wheel drive.
,,,A new Limited Edition trim level was added to the 2019 QX60 trim level family along with a new exterior paint color option. The 2019.5 mid model year update includes LED headlamps standard on all trims.,"Front-engine, all-wheel-drive","The QX60's original 3.5-liter VQ35DE V6 engine produces an output of 265 hp (198 kW) and 248 lb⋅ft (336 N⋅m). For 2017, this was updated with direct injection. The QX60 uses a continuously variable transmission.[5]","Curb weight 4,280 lb (1,941 kg) (FWD)","The 2017 QX60 was powered by a 3.5-liter, direct-injected V-6 that makes 295 hp (220 kW) and 270 lb⋅ft (366 N⋅m) of torque.","New features include a USB port added in the center console, a new 8-inch touch","New features include a USB port added in the center console, a new 8-inch touch screen and navigation with AroundView Monitor, Forward Braking System, Forward Collision Warning and lane departure warning/prevention systems, rear view camera became standard, new Bose speakers and surround sound, and Hybrid variant added (limited and late availability for hybrid).",Purchasing a 2020 Infiniti QX60 will also give you access to the INFINITI Total Ownership,"Purchasing a 2020 Infiniti QX60 will also give you access to the INFINITI Total Ownership Experience®, which includes trip interruption benefits, 4 year/60,000 mile basic warranty coverage, and access to 24 hour roadside assistance."
,,,"Wheelbase 2,900 mm (114.2 in)",–2017 (Hybrid),Automatic-on/off high intensity discharge bi-functional xenon headlights,",419 lb (2,004 kg) (AWD)",A new Limited Edition trim level was added to the 2019 QX60 trim level family along with a new exterior paint color option. The 2019.5 mid model year update includes LED headlamps standard on all trims.,"QX60 models, as were the restyled BI-XENON HID Projector headlamps and front tur","QX60 models, as were the restyled BI-XENON HID Projector headlamps and front turn signal lights), LED fog lights, rear turn signal lights, an interior update which adds 3 USB ports to all 2016 QX60 non-hybrid models versus the 1 USB port in the 2015 QX60, and updated Deluxe Touring Package.","An INFINITI world's first, the Around View® Monitor with Moving Object Detection uses four","An INFINITI world's first, the Around View® Monitor with Moving Object Detection uses four cameras to give you one virtual composite 360° view from above as you park.2,4,5 Combined with the Front and Rear Sonar System,2,6 the system makes it eas"
,,,,Engine,"For the 2015 model year, the QX60 received an updated CVT and became available with Backup Collision Intervention/blind spot warning/intervention systems.",",625 lb (2,098 kg) (AWD hybrid)","On October 9, 2013, Nissan Pathfinder units and Infiniti JX35/QX60 units manufactured between September 15, 2011, and September 20, 2013, were recalled due to the risk of output software on the antilock brake system causing vehicle damage and a crash.[9]",Models featured a WI-FI option as part of models with the rear seat entertainmen,Models featured a WI-FI option as part of models with the rear seat entertainment system only and the QX60 Hybrid variant will be available later than the regular variant unlike for the 2016 model year.,,
,,,,L VQ35DE V6,Transmission 9-speed ZF 9HP automatic,Drivetrain and engine[edit],,Models with the Deluxe Technology Package also received high beam assist and a M,Models with the Deluxe Technology Package also received high beam assist and a Motion Activated Liftgate as part of the package which changes the rear bumper by adding a motion sensor for the liftgate.,,
,,,,L VQ35DD DI V6,"^ ""Preview: 2022 Infiniti QX60 coming with 295-hp V-6, 9-speed automatic, sharper looks"". Motor Authority. Retrieved June 24, 2021.",Infiniti QX60 SUV AWD NHTSA[7],,2019 A new Limited Edition trim level was added to the 2019 QX60 trim level fam,2019 A new Limited Edition trim level was added to the 2019 QX60 trim level family along with a new exterior paint color option.,,
,,,,Gasoline hybrid,,"^ ""2016 Infiniti QX60 SUV AWD"". National Highway Traffic Safety Administration. Retrieved September 30, 2015.",,The 2019.5 mid model year update includes LED headlamps standard on all trims.,The 2019.5 mid model year update includes LED headlamps standard on all trims.,,
,,,,Electric motor 20 hp (15 kW) (Hybrid; 2015),,"^ ""2015 Infiniti QX60 Fullsize luxury SUV / 2015 Nissan Pathfinder SV 4-door 4wd"". IIHS. Retrieved September 30, 2015.",,"The Pure models are the least expensive trim levels, having fewer options compar","The Pure models are the least expensive trim levels, having fewer options compared to Luxe, and are not available with any packages.",,
,,,,Hybrid drivetrain Parallel hybrid,,,,The Edition 30 package is introduced as an available option on the Luxe and Luxe,"The Edition 30 package is introduced as an available option on the Luxe and Luxe AWD trim levels with the Essential Package but it is not available on vehicles with the Sensory, Proactive, and Theater/Rear Seat Entertainment System Packages or on vehicles that are not equipped with the Essential Package.",,
,,,,Battery 0.6 kWh lithium ion (Hybrid),,,,"Safety recalls[edit] On October 9, 2013, Nissan Pathfinder units and Infiniti J","Safety recalls[edit] On October 9, 2013, Nissan Pathfinder units and Infiniti JX35/QX60 units manufactured between September 15, 2011, and September 20, 2013, were recalled due to the risk of output software on the antilock brake system causing vehicle damage and a crash.[9] On February 13, 2017, Infiniti QX60 hybrid units sold in China that were manufactured between January 19, 2016 and February 5, 2016 were recalled due to certain parts of fuel tanks being thinner than standard, leading to p",,
,,,,",625 lb (2,098 kg) (AWD hybrid)",,,,The recall also includes vehicles that were part of a previous similar recall th,The recall also includes vehicles that were part of a previous similar recall that haven't been repaired.,,
,,,,Drivetrain and engine[edit],,,,Front-wheel drive is standard and an updated all-wheel-drive system with a direc,Front-wheel drive is standard and an updated all-wheel-drive system with a direct coupling is optional.,,
,,,,Infiniti QX60 3.5L VQ35DE V6,,,,The changes includes a redesigned front fascia incorporates Artistry in Motion d,"The changes includes a redesigned front fascia incorporates Artistry in Motion design philosophy, a new 3D Infiniti logo on the grille with the illumination feature, minor changes to the side and rear, new Light Path feature with welcoming light signatures upon unlocking the vehicle, new exterior colors and new alloy wheel designs.",,
,,,,"The QX60's original 3.5-liter VQ35DE V6 engine produces an output of 265 hp (198 kW) and 248 lb⋅ft (336 N⋅m). For 2017, this was updated with direct injection. The QX60 uses a continuously variable transmission.[5]",,,,"Inside, a 12.3-inch digital instrument cluster became standard on all trims, the","Inside, a 12.3-inch digital instrument cluster became standard on all trims, the infotainment system features Google built-in, a new Klipsch audio system, and new trim and upholstery options.",,
,,,,"The 2017 QX60 was powered by a 3.5-liter, direct-injected V-6 that makes 295 hp (220 kW) and 270 lb⋅ft (366 N⋅m) of torque.",,,,"^ Jump up to: a b ""Nissan Group reports 2022 fourth quarter and 2022 calendar y","^ Jump up to: a b ""Nissan Group reports 2022 fourth quarter and 2022 calendar year U.S.",,
,,,,,,,,"^ Jump up to: a b ""Nissan Group reports fourth-quarter 2022 and calendar year 2","^ Jump up to: a b ""Nissan Group reports fourth-quarter 2022 and calendar year 2022 Canadian sales"".",,
